Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1000229;Andrez Brajon Dupont Est - Essey Les Nancy;4;+33383291584;http://www.espace-aubade.fr;www.abb.com;97 Avenue 69 Regiment D Infanterie;54270;Essey Les Nancy;Meurthe-et-Moselle;France;
1000230;Andrez Brajon Dupont Est - Longwy;4;+33382235813;http://www.ad-by-aubade.fr;www.abb.com;ZAC du Petit Breuil;54400;Longwy;Meurthe-et-Moselle;France;
1000231;Andrez Brajon Dupont Est - Ludres;4;+33383376565;http://www.andrezbrajon.fr;www.abb.com;75 Impasse Claude Louis Berthollet;54710;Ludres;Meurthe-et-Moselle;France;
1000232;Andrez Brajon Dupont Est - Maxeville;4;+33383398080;http://www.espace-aubade.fr;www.abb.com;4 Avenue Du General De Gaulle;54320;Maxeville;Meurthe-et-Moselle;France;
1000233;Andrez Brajon Dupont Est - Moncel Les Luneville;4;+33381403535;http://www.espace-aubade.fr;www.abb.com;36 Avenue De L Europe;54300;Moncel Les Luneville;Meurthe-et-Moselle;France;
1000234;Andrez Brajon Dupont Est - St Etienne Les Remiremont;4;+33329231993;http://www.andrezbrajon.fr;www.abb.com;7 Rue Du Pont De Cheneau;88200;St Etienne Les Remiremont;Vosges;France;
1000235;Andrez Brajon Dupont Est Bettancour;4;+33325044229;http://www.andrezbrajon.fr;www.abb.com;13 Route De Bar Le Duc;52100;Bettancourt La Ferree;Marne (Haute);France;
1000236;Andrez Brajon Dupont Est Ste Margue;4;+33 329550312;http://www.espace-aubade.fr;www.abb.com;Centre D Activites;88100;Sainte-Marguerite;Vosges;France;
1000237;Andrez Brajon Gilliotte;4;+33 329948702;http://www.andrezbrajon.fr;www.abb.com;26 Avenue De Herringen;88300;Neufchateau;Vosges;France;
1000238;Aneka Distrindo, CV;4;031-8414729, 031-8490476;http://www.kursustristar.com;www.abb.com;Jl.Undaan Kulon II/16 RT.001 RW.007 Peneleh - Genteng;60274;Surabaya;Jawa Timur;Indonesia;
1000239;Anixter De Mexico, S.A. De C.V.;4;+525517986204;http://www.anixter.com;www.abb.com;Blvd. Manuel Avila Camacho No. 3130, Piso 5;54020;TLALNEPANTLA DE BAZ;Estado de Mexico;Mexico;
1000240;Anixter Distribution Ireland Ltd;4;+353 1 257 2000;http://www.anixter.com;www.abb.com;Unit 641, Jordanstown Drive, Greenogue Business Park;D24 TF43;Rathcoole;County Dublin;Ireland;
1000241;Anixter France Sarl;4;;http://www.anixter.fr;www.abb.com;5 Rue Francis De Pressense;93210;La Plaine Saint Denis;Seine-Saint-Denis;France;
1000242;Appareillage Electrique Dauphinois;4;+33476095236;http://aed.sonepar.fr;www.abb.com;2 Avenue Paul Verlaine;38100;Grenoble;Isere;France;
1000243;Appareillage Electrique Du Rhone;4;+33478569595;http://www.wireplast.fr;www.abb.com;Rue Jules Verne;69630;Chaponost;Rhone;France;
1000244;Approvisionement Electrique Distribution;4;+33490710439;http://www.aedcavaillon.com;www.abb.com;860 Route De Robion;84300;Cavaillon;Vaucluse;France;
1000245;Approvisionnement Electrique;4;+33494000210;http://www.approelec.com;www.abb.com;325 Avenue De Draguignan;83130;La Garde;Var;France;
1000246;Approvisionnement Electrique;4;+33494109955;http://www.approelec.com;www.abb.com;AVENUE DE L EUROPE;83140;SIX FOURS LES PLAGES;Var;France;
1000247;Approvisionnement Electrique;4;+33491214131;http://www.approelec.com;www.abb.com;21, Boulevard de la Maison Blanche;13014;Marseille;Bouches-du-Rhone;France;
1000248;Approvisionnement Electrique;4;+33494510065;http://www.approelec.com;www.abb.com;873 Av De Lattre De Tassigny;83600;Frejus;Var;France;
1000249;Approvisionnement Et Distribution De Materiel Electrique.;4;+33493077531;http://www.adme06.com;www.abb.com;69 Rue De Roquebilliere;06300;Nice;Alpes-Maritimes;France;
1000250;Aquitaine Eclairage;4;+33556130947;http://www.aquitaine-eclairage.com;www.abb.com;16 Rue Jean Perrin;33700;Merignac;Gironde;France;
1000251;ARB Electrical Wholesalers Pty Ltd;4;0027 31  910 0200;http://www.arb.co.za;www.abb.com;10 Mack Road, Prospecton;4133;Durban;KwaZulu-Natal;South Africa;
1000252;ARB Electrical Wholesalers Pty Ltd (DC);4;0027 11 439 0000;http://www.arb.co.za;www.abb.com;ARB Lords View 1517 Poplar Cresc Lords view Chloorkop;1685;Midrand;Gauteng;South Africa;
1000253;Archindo Citra Indah, PT;4;021-65832462;http://www.archindopt.com;www.abb.com;Ruko Prima Sunter, Jl. Danau Sunter Utara No.9, Sunter Jaya, Tanjung Priok;14350;Jakarta Utara;Jakarta;Indonesia;
1000254;Ard Al Khair & Al Baraka for General Trading and Electrical Contracting Co Ltd;4;+964 7812669666;http://https://www.kbiraq.com;www.abb.com;Aljomhorya St. 4;;Baghdad;Baghdad;Iraq;
1000255;Argelec Centro;4;54 3415270830;http://www.argelec.com.ar;www.abb.com;Eva Peron 4242;2000;Rosario;Santa Fe;Argentina;
1000256;Argelec SA;4;54 3414300751;http://www.argelec.com.ar;www.abb.com;Eva Peron 4242;2000;Rosario;Santa Fe;Argentina;
1000257;Arhadi Fajar Santosa Perkasa PT;4;024-8315188;;www.abb.com;JL HALMAHERA BUNTU NO.3A;50232;Semarang;Jawa Tengah;Indonesia;
1000258;Aristos Industrial S.L.;4;+34 916752136;http://www.aristosindustrial.es;www.abb.com;Mar Mediterraneo, 34;28830;San Fernando de Henares;Madrid;Spain;
