Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1000799;Corporacion Electrica Del Bravo Sa De Cv;4;;http://www.cebsa.mx;www.abb.com;Paseo Loma Real No. 42-A;88274;Nuevo Laredo;Tamaulipas;Mexico;
1000800;Corpus SA;4;+54 266 4420680;;www.abb.com;Av Espana 871;4723;San Luis;San Luis;Argentina;
1000801;COSESAC;4;+33549331500;http://www.cosesac.net/;www.abb.com;34 Rue Du Puits Japie;79410;Echire;Sevres (Deux);France;
1000802;Cosine Industries Inc;4;+63283670025;http://www.cosine.net.ph/;www.abb.com;10 Maximo Viola St., Brgy. Balingasan;1100;Quezon City;NCR;Philippines;
1000803;Cotra d o.o.;4;+385 42 402 000;http://www.cotra.hr/;www.abb.com;Ivana Severa 17;42000;Varazdin;Varazdinska;Croatia;
1000804;CP ELEC STE;4;+33490630436;http://www.cp-elec.fr;www.abb.com;344 Chemin De Monteux;84201;Carpentras;Vaucluse;France;
1000805;Cremer SA;4;54 3414826209;http://www.cremersa.com.ar/contactenos.htm;www.abb.com;San Martín 1935;2000;Rosario;Santa Fe;Argentina;
1000806;Critical Power Solutions Group Inc;4;+1 513 7165140;http://www.cpsgroupinc.net;www.abb.com;7440 Southwest 50th Terrace;33155;Miami;Florida;United States;
1000807;CTAE Solution Sdn Bhd;4;+6073522526;http://www.ctaessbb.com;www.abb.com;87 & 89, Jalan Rosmerah 2/3;81100;Johor Bahru;Johor;Malaysia;
1000808;CVCI;4;;http://www.cvci.fr;www.abb.com;118 Rue Antonin Bonnaud;84120;Pertuis;Vaucluse;France;
