1004350;Electropoint Distribution SA;4;+41216510550;info.vaud@electropoint.ch;https://www.electropoint.ch/page/schneiderelectric;www.se.com;Chemin des Croisettes 19-21;1066;Epalinges;;switzerland;
1010173;ALPS Automation SA;4;;info@alpsautomation.ch;www.alpsautomation.ch;www.se.com;Chemin des Cibleries 3;1896;Vouvry;Valais;switzerland;
1010175;GROUPE E CONNECT GE;4;0041264292929;info@geconnect.ch;www.groupe-e.ch;www.se.com;Chemin des Aulx 18;1228;Plan-les-Ouates;Geneva;switzerland;
1010983;Burkhalter Technics AG;4;0041444324777;;www.burkhalter-technics.ch;www.se.com;Hohlstrasse 475;8048;Zürich;Zurich;switzerland;
1010984;controltec sàrl;4;0041223643285;tableaux@controltec.ch;www.controltec.ch/;www.se.com;chemin de la Chavanne 17;1196;Gland;Vaud;switzerland;
1010986;Flückiger Electricité SA;4;0041327550500;info@fluckigersa.ch;www.fluckigersa.ch;www.se.com;Chemin de la plage 16;2072;St. Blaise;Neuchatel;switzerland;
1010987;Groupe E;4;0041264292929;info@geconnect.ch;www.groupe-e.ch;www.se.com;Route du Madelain 4;1753;Matran;Fribourg;switzerland;
1010988;GROUPE E CONNECT GE;4;0041264292929;info@geconnect.ch;www.groupe-e.ch;www.se.com;Chemin des Aulx 18;1228;Plan-les-Ouates;Geneva;switzerland;
1010990;Oswald Electric AG;4;0041556501416;info@oswald-electric.ch;www.oswald-electric.ch;www.se.com;Kleinzaun 5;8754;Netstal;Glarus;switzerland;
1010991;Schär + Leuenberger Schaltanlagen AG;4;0041629197919;info@sll-ag.ch;www.sll-ag.ch;www.se.com;Bern-Zürichstrasse 40;4900;Langenthal;Bern;switzerland;
1010992;Selmoni Ingenieur AG;4;0041612874420;info@selmoni.ch;www.selmoni.ch;www.se.com;St. Alban-Vorstadt 106;4002;Basel;Basel Stadt;switzerland;
1012315;A. Saesseli & Co AG;4;;info@saesseli.ch;www.elektrogrosshandel.ch;www.se.com;Pflanzschulstrasse 17;8400;Winterthur;Zurich;switzerland;
1012316;ACS AG;4;;info@acs-ag.ch;www.acs-ag.ch/cms/;www.se.com;Flawilerstrasse 27;9500;Wil;St. Gallen;switzerland;
1012317;ARIMAX Distribution AG;4;+41433217393;info@arimax.ch;https://www.arimax.ch;www.se.com;Badenerstrasse 565A;8048;Zürich;Zurich;switzerland;
1012318;Romande Energie Services SA;4;0041848802900;info@romande-energie.ch;www.romande-energie.ch;www.se.com;Route des Jeunes 25;1227;Carouge;Geneva;switzerland;
1012321;Schär + Leuenberger Schaltanlagen AG;4;0041629197919;info@sll-ag.ch;www.sll-ag.ch;www.se.com;Bern-Zürichstrasse 40;4900;Langenthal;Bern;switzerland;
1012323;Selmoni Ingenieur AG;4;0041612874420;info@selmoni.ch;www.selmoni.ch;www.se.com;St. Alban-Vorstadt 106;4002;Basel;Basel Stadt;switzerland;
1012324;Selution AG;4;+41585310076;elija.boss@selution.ch;www.selution.ch;www.se.com;Aliothstrasse 4;4142;Münchenstein;Basel Land;switzerland;
1012325;Sentronic AG;4;+41(0)562223818;mailbox@sentronic.com;https://www.sentronic.com/;www.se.com;Rugghölzli 2;5453;Busslingen;;switzerland;
1012326;Sisa Green Systems SA;4;41919671040;info@sisagreen.ch;www.sisagreen.ch;www.se.com;Via Praccio 5;6900;Massagno;Ticino;switzerland;
1012328;Armacom AG;4;0614031390;markus.arpagaus@armacom.ch;;www.se.com;Muttenzerstrasse 107;4133;Pratteln;Basel Stadt;switzerland;
1012329;Sora Solutions Services AG;4;+41432338888;info@sorasolutionsgroup.com;https://sorasolutionsgroup.com;www.se.com;Neuhofstrasse 3A;6340;Baar;Zug;switzerland;
1012330;SOWACOM GmbH;4;0614061414;info@sowacom.ch;www.sowacom.ch;www.se.com;Schönmattstrasse 4;4153;Reinach BL;Basel Land;switzerland;
1012332;SPIE ICS SA;4;583011080;thomas.gonfray@spie.com;;www.se.com;Route de Denges 28E;1027;Lonay;Vaud;switzerland;
1012333;Standard AG;4;;info@standard.ch;www.elektrogrosshandel.ch;www.se.com;Freulerstrasse 6;4127;Birsfelden;;switzerland;
1012334;STEBATEC AG;4;+41323731571;info@stebatec.ch;www.stebatec.ch;www.se.com;Mattenstrasse 6a;2555;Brügg;Bern;switzerland;
1012338;TECH BUILDING SA;4;0041223094350;info@tech-building.com;www.tech-building.com;www.se.com;Route de St-Julien 259;1258;Perly;Geneva;switzerland;
1012339;Arnold Informatik GmbH;4;417501919;info@arnoldinformatik.ch;www.arnoldinformatik.ch;www.se.com;Dorfstrasse 28;6319;Unterägeri;Zug;switzerland;
1012341;Web Planner;4;0445364690;info@webplanner.ch;https://www.webplanner.ch;www.se.com;Vogelsangstrasse 40;5426;Lengnau;Aargau;switzerland;
1012342;wilight Telecoms Sàrl;4;0041327250606;info@wilight.ch;https://wilight.ch/fr/;www.se.com;Rue de la Côte 2b;2000;Neuchâtel;Neuchatel;switzerland;
1012343;Winterhalter + Fenner AG;4;;verkauf_sg@w-f.ch;www.w-f.ch;www.se.com;Edisonstrasse 5;9015;St. Gallen;;switzerland;
1012344;Winterhalter + Fenner AG;4;;verkauf_ro@w-f.ch;www.w-f.ch;www.se.com;Sonnmatthof 6;6023;Rothenburg;;switzerland;
1012345;Winterhalter + Fenner AG;4;;verkauf_mu@w-f.ch;www.w-f.ch;www.se.com;Hofackerstrasse 40;4132;Muttenz;;switzerland;
1012346;Winterhalter + Fenner AG;4;;verkauf_it@w-f.ch;www.w-f.ch;www.se.com;Worblenstrasse 28;3063;Ittigen;Bern;switzerland;
1012347;Winterhalter + Fenner AG;4;;verkauf_wa@w-f.ch;www.w-f.ch;www.se.com;Hertistrasse 31;8304;Wallisellen;;switzerland;
1012348;ASD Networks GmbH;4;0564270518;s.djukic@asdnetworks.ch;www.asdnetworks.ch;www.se.com;Kleinweid 13;6330;Cham;Zug;switzerland;
1012349;BALTEK GmbH;4;+41612269800;verkauf@baltek.ch;https://www.baltek.ch;www.se.com;Claragraben 132a;4057;Basel;Basel Stadt;switzerland;
1012350;Balz Informatik AG;4;0344379000;sales@balz.ch;www.balz.ch;www.se.com;Spitalstrasse 2;3454;Sumiswald;Bern;switzerland;
1012351;Bechtle direct AG;4;0417990909;salessupport-rotkreuz.direct-ch@bechtle.com;;www.se.com;Birkenstrasse 43b;6343;Rotkreuz;Zug;switzerland;
1012352;Bechtle Logistics & Service AG;4;+41417982738;angelina.bernegger@bechtle.com;https://www.bechtle.com/ch;www.se.com;Birkenstrasse 43b;6343;Rotkreuz;Zug;switzerland;
1012354;Burkhalter Technics AG;4;0041444324777;;www.burkhalter-technics.ch;www.se.com;Hohlstrasse 475;8048;Zürich;Zurich;switzerland;
1012355;acscomputer Weber;4;;info@acscomputer.ch;www.acscomputer.ch;www.se.com;Schönbühlring 59;6020;Emmenbruecke;Lucerne;switzerland;
1012357;CGC Energie SA;4;0041228690600;;www.cgcenergie.ch;www.se.com;Chemin du Foron 14;1226;Thônex;Geneva;switzerland;
1012358;controltec sàrl;4;0041223643285;tableaux@controltec.ch;www.controltec.ch/;www.se.com;chemin de la Chavanne 17;1196;Gland;Vaud;switzerland;
1012359;Costronic SA;4;;info@costronic.ch;www.costronic.ch;www.se.com;Rue de l'Industrie 58;1030;Bussigny-près-Lausanne;Vaud;switzerland;
1012361;Darest Informatic SA;4;+41228274545;info@darest.ch;www.darest.com;www.se.com;Route des Acacias 47;1211;GENEVE 26;Geneva;switzerland;
1012362;DELTA INFORMATICA SA;4;0916405560;info@deltainformatica.ch;www.deltainformatica.ch;www.se.com;Via Rime 1;6850;Mendrisio;Ticino;switzerland;
1012363;Digitec Galaxus AG;4;;b2b@digitec.ch;www.digitec.ch;www.se.com;Pfingstweidstr. 60b;8005;Zürich;Zurich;switzerland;
1012364;dindan solutions gmbh;4;0328520000;daniel@dindan.ch;;www.se.com;Industriestrasse 14;4538;Oberbipp;Bern;switzerland;
1012368;Dysbox SA;4;;achat@dysbox04.ch;www.dysbox.ch;www.se.com;Rue de la piscine 10;1950;Sion;;switzerland;
1012369;EDICO Engineering AG;4;;peter.zollinger@edico.ch;www.edico.ch;www.se.com;Lerchenweg 2;4303;Kaiseraugst;Aargau;switzerland;
1012370;EL Kabel AG;4;;info@elkabel.ch;www.elektrogrosshandel.ch/;www.se.com;Leisibachstrasse 9;6037;Root;;switzerland;
1012371;Elcase AG;4;0523054949;info@elcase.ch;www.elcase.ch;www.se.com;Alti Ruedelfingerstrass 24;8460;Marthalen;Zurich;switzerland;
1012373;Electro-Materiel SA;4;;em-la@electro-materiel.ch;www.elektro-material.ch;www.se.com;Av. de Longemalle 13;1020;Renens;Vaud;switzerland;
1012374;ElectroLAN SA;4;;vente@electrolan.ch;www.electrolan.ch;www.se.com;Avenue de Longueville 17;2013;Colombier;;switzerland;
1012375;Electroplast SA;4;;info@epgsa.ch;shop.electroplast.ch/ishop/Home.html;www.se.com;Route des Jeunes 25;1227;Carouge;Geneva;switzerland;
1012376;Electroplast SA;4;;info@epgsa.ch;shop.electroplast.ch/ishop/Home.html;www.se.com;Chemin des Léchères 4;1217;Meyrin;Geneva;switzerland;
1012377;AEK Build Tec AG;4;;sandro.nunes@aekbt.ch;www.aekbt.ch;www.se.com;Industriestrasse West 24;4613;Rickenbach;Solothurn;switzerland;
1012378;Electropoint Distribution SA;4;+41323427642;info.bienne@electropoint.ch;https://www.electropoint.ch/page/schneiderelectric;www.se.com;Rue de Longeau 10;2504 ;Bienne;;switzerland;
1012379;Electropoint Distribution SA;4;+41216510550;info.vaud@electropoint.ch;https://www.electropoint.ch/page/schneiderelectric;www.se.com;Chemin des Croisettes 19-21;1066;Epalinges;;switzerland;
1012380;Elektro Material AG;4;;em-zh@e-m.ch;www.elektro-material.ch;www.se.com;Heinrichstrasse 200;8005;Zürich;Zurich;switzerland;
1012381;Elektro Material AG;4;;em-ba@elektro-material.ch;www.elektro-material.ch;www.se.com;Genuastraße 15;4142;Münchenstein;Basel Land;switzerland;
1012382;Elektro Material AG;4;;em-si@elektro-material.ch;www.elektro-material.ch;www.se.com;Rue Traversiére;1950;Sion;Valais;switzerland;
1012383;Elektro Material AG;4;;em-be@elektro-material.ch;www.elektro-material.ch;www.se.com;Riedbachstrasse 165;3001;Bern;Bern;switzerland;
1012384;Elektro Material AG;4;;em-be@elektro-material.ch;www.elektro-material.ch;www.se.com;Unterlachenstrasse 5;6005;Luzern;Lucerne;switzerland;
1012385;Elektro Material AG;4;;em-lu@e-m.ch;www.elektro-material.ch;www.se.com;Via Industria 6;6814;Lamone-Lugano;Ticino;switzerland;
1012387;Elektro Material AG;4;;em-ge@elektro-material.ch;www.elektro-material.ch;www.se.com;Rue Eugène Marziano 14;1227;Les Acacias;Geneva;switzerland;
1012388;ALPS Automation SA;4;;info@alpsautomation.ch;www.alpsautomation.ch;www.se.com;Chemin des Cibleries 3;1896;Vouvry;Valais;switzerland;
1012389;Elektro Stoll Schweiz GmbH;4;;info@elektro-stoll.ch;www.elektro-stoll.ch;www.se.com;Schlosstalstrasse 210;8408;Winterthur;Zurich;switzerland;
1012394;EQUANS Techniques SA Geneva;4;0041443878500;info.ch@engie.com;https://www.engie.ch/fr/engietechniques/;www.se.com;Route de la Galaise 15B;1228;Plan-les-Ouates;Geneva;switzerland;
1012395;Fabbri SA;4;;info@fabbri.ch;www.fabbri.ch;www.se.com;Via Linoleum 14;6512;Giubiasco;;switzerland;
1012396;Flückiger Electricité SA;4;0041327550500;info@fluckigersa.ch;www.fluckigersa.ch;www.se.com;Chemin de la plage 16;2072;St. Blaise;Neuchatel;switzerland;
1012397;Foletti Computer Superstore;4;0916001666;info@foletti.com;https://superstore.foletti.com;www.se.com;Parco Commerciale Grancia 1;6916;Grancia;Ticino;switzerland;
1012398;Glaronia Informatik AG;4;+41556454647;m.elmer@glaronia.ch;https://www.glaronia.ch;www.se.com;Iseliguet 3;8750;Glarus;Glarus;switzerland;
1012399;Amics SA;4;+41224207716;info@amics.ch;www.amics.ch;www.se.com;Chemin du Château Bloch 11;1219;Le Lignon;Geneva;switzerland;
1012400;Global IT AG;4;+41448591010;verkauf@global-it.ch;;www.se.com;Zürcherstrasse 17;8173;Neerach;Zurich;switzerland;
1012401;GMG Supply SA;4;0216410002;info@gmg.ch;www.gmg.ch/fr/;www.se.com;En Courta-Rama 10;1163;Etoy;Vaud;switzerland;
1012402;Groupe E Connect SA;4;;info@geoconnect.ch;www.groupe-e.ch;www.se.com;En Raboud 3;1680;Romont;Fribourg;switzerland;
1012403;Hälg & Cie S. A.;4;0041848203040;haelg@haelg.ch;www.haelg.ch;www.se.com;Chemin du Pont-du-Centenaire 110;1228;Plan-les-Ouates;Geneva;switzerland;
1012404;Hälg & Co. AG;4;+41812867020;chur@haelg.ch;www.haelg.ch;www.se.com;Ringstraße 37;7004;Chur;;switzerland;
1012405;Hälg & Co. AG;4;0041848203040;haelg@haelg.ch;www.haelg.ch;www.se.com;Lukasstrasse 30;9008;St. Gallen;St. Gallen;switzerland;
1012406;Hälg & Co. AG;4;0041848203040;haelg@haelg.ch;www.haelg.ch;www.se.com;Förrlibuckstrasse 66;8031;Zürich;;switzerland;
1012407;Hälg & Co. AG Basel;4;0041848203040;haelg@haelg.ch;www.haelg.ch;www.se.com;Hochbergerstraße 60c;4057;Basel;Basel Stadt;switzerland;
1012408;Heiniger Kabel AG;4;+41319705550;cnet@heiniger-ag.ch;www.heiniger-ag.ch;www.se.com;Sägestrasse 65;3098;3098;Bern;switzerland;
1012409;Heiniger Unternehmensberatung AG;4;0326336870;pringgenberg@heinigerag.ch;www.heinigerag.ch;www.se.com;Leenrütimattweg 8;4704;Niederbipp;Bern;switzerland;
1012411;HME Hans Meyer Engineering AG;4;;info@meyer-eng.ch;www.meyer-eng.ch/;www.se.com;Eptingerstrasse 41;4132;Muttenz;Aargau;switzerland;
1012415;ict plus gmbh;4;+41334393545;andreas.mathys@ict-plus.ch;;www.se.com;Sanddornweg 4;3613;Steffisburg;Bern;switzerland;
1012416;IFE Informatikpartner AG;4;326821675;rene.emch@ifeip.ch;;www.se.com;Luzernstrasse 13;4552;Derendingen;Solothurn;switzerland;
1012417;Impianti Industriali GP SA;4;;info@gpimpianti.ch;;www.se.com;Via Al Ramone 2;6500;Bellinzona;Ticino;switzerland;
1012418;Info-Logo SA;4;0227077474;;www.infologo.ch;www.se.com;Rue Eugène-Marziano 15;1227;Les Acacias;Geneva;switzerland;
1012419;INFOLogin SARL;4;+41244266461;vente@infologin.ch;www.infologin.ch;www.se.com;Rue du midi 2;1400;Yverdon-Les-Bains;Vaud;switzerland;
1012420;Kölliker Consulting GmbH;4;+41629294215;ch.koelliker@koelliker-consulting.ch;www.koelliker-consulting.ch;www.se.com;Poststrasse 7;4923;Wynau;Bern;switzerland;
1012422;Kyos sàrl;4;+41225667550;raphael.jendrysiak@kyos.ch;;www.se.com;Chemin Frank-Thomas, 32;1208;Genève;Geneva;switzerland;
1012424;MEPA-DATA AG;4;448001030;paulm@mepa.ch;;www.se.com;MEPA-DATA AG;8302;Kloten;Zurich;switzerland;
1012427;MKM Gebäudetechnik AG;4;0041817505060;info@mkm.ch;www.mkm.ch;www.se.com;Simon Frick-Strasse 12;9466;Sennwald;St. Gallen;switzerland;
1012428;MTF Info Centro SA;4;+41916115700;fabrizio.corno@mtf-ti.ch;www.mtf-ti.ch;www.se.com;Via Cantonale 23C;6928;Manno;Ticino;switzerland;
1012432;AQIPTECH GmbH;4;+41793923161;graziano.tondelli@aqiptech.ch;www.aqiptech.ch;www.se.com;Bruggfeldweg 1;4147;Aesch;;switzerland;
1012433;NovaByte GmbH;4;0622990888;info@novabyte.ch;www.novabyte.ch;www.se.com;Eptingerstrasse 7;4448;Läufelfingen;Basel Land;switzerland;
1012434;Ntd Sa;4;+41225705700;cesar.deoliveira@ntd.ch;https://www.ntd.ch;www.se.com;route de Cruseille 11;1227;Carouge;Geneva;switzerland;
1012435;Oswald Electric AG;4;0041556501416;info@oswald-electric.ch;www.oswald-electric.ch;www.se.com;Kleinzaun 5;8754;Netstal;Glarus;switzerland;
1012437;Otto Fischer AG;4;;info@ottofischer.ch;www.ottofischer.ch;www.se.com;Aargauerstrasse 2;8048;Zürich;Zurich;switzerland;
1012439;Premel SA;4;;info@premel.ch;www.premel.ch;www.se.com;via al Portin;6523;Preonzo;Ticino;switzerland;
1012441;reveb sàrl - Allopc;4;004127320202;info@allopc.ch;allopc.ch;www.se.com;Rue de Lausanne 116;1950;Sion;Valais;switzerland;
1012442;rockIT AG;4;0041444958000;kontakt@rockit.ch;www.rockit.ch;www.se.com;Albulastrasse 47;8048;Zürich;Zurich;switzerland;
